task,task_normalized,soc_code_2010,title,title_normalized,task_type,n_responding,domain_source,n_occurrences,pct_weighted,pct_normalized,major_occ_category,broad_counts,h_med_nat_2024,a_med_nat_2024,h_med_ut_2024,a_med_ut_2024,emp_tot_nat_2024,emp_tot_ut_2024,h_med_nat_nominal_2015,a_med_nat_nominal_2015,h_med_nat_real_2015,a_med_nat_real_2015,h_med_ut_nominal_2015,a_med_ut_nominal_2015,h_med_ut_real_2015,a_med_ut_real_2015,emp_tot_nat_2015,emp_tot_ut_2015,emp_pct_nat_2024,emp_pct_ut_2024,emp_pct_nat_2015,emp_pct_ut_2015,freq_mean_2025,importance_2025,relevance_2025,imputed_rating_mean_2025,freq_mean_2015,importance_2015,relevance_2015,imputed_rating_mean_2015
Identify and report safety concerns to maintain a safe shopping and working environment.,identify and report safety concerns to maintain a safe shopping and working environment,33-9099.02,Retail Loss Prevention Specialists,retail loss prevention specialists,Core,84.0,Incumbent,1.0,0.0012920084432751565,0.0016731343767417326,Protective Service Occupations,4.0,20.0,41600.0,23.56,49000.0,83110.0,700.0,13.77,28650.0,18.7272,38964.0,15.36,31940.0,20.8896,43438.4,120270.0,660.0,0.05390194709839418,0.03346912234398608,0.08721748590575,0.03504468196951113,2.152766923076923,4.44,100.0,False,2.152766923076923,4.44,100.0,False
Prepare written reports on investigations.,prepare written reports on investigations,33-9099.02,Retail Loss Prevention Specialists,retail loss prevention specialists,Core,81.0,Incumbent,1.0,0.006298541160966477,0.00815653008661606,Protective Service Occupations,4.0,20.0,41600.0,23.56,49000.0,83110.0,700.0,13.77,28650.0,18.7272,38964.0,15.36,31940.0,20.8896,43438.4,120270.0,660.0,0.05390194709839418,0.03346912234398608,0.08721748590575,0.03504468196951113,1.2755384615384615,4.34,95.58,False,1.2755384615384615,4.34,95.58,False
"Plan, direct, or supervise the food preparation or cooking activities of multiple kitchens or restaurants in an establishment such as a restaurant chain, hospital, or hotel.",plan direct or supervise the food preparation or cooking activities of multiple kitchens or restaurants in an establishment such as a restaurant chain hospital or hotel,35-1011.00,Chefs and Head Cooks,chefs and head cooks,Core,27.0,Occupational Expert,1.0,0.0023417653034361963,0.0030325560578443583,Food Preparation and Serving Related Occupations,2.0,29.32,60990.0,21.39,44490.0,182320.0,1880.0,19.95,41500.0,27.132,56440.00000000001,17.37,36120.0,23.623200000000004,49123.200000000004,129370.0,990.0,0.11824573450823278,0.08988850000956261,0.09381663051157293,0.05256702295426669,1.2827110256410255,4.26,96.55,True,2.5800880769230767,4.18,81.48,False
"Analyze recipes to assign prices to menu items, based on food, labor, and overhead costs.",analyze recipes to assign prices to menu items based on food labor and overhead costs,35-1011.00,Chefs and Head Cooks,chefs and head cooks,Core,27.0,Occupational Expert,1.0,0.0013727589709798095,0.0017777052752880336,Food Preparation and Serving Related Occupations,2.0,29.32,60990.0,21.39,44490.0,182320.0,1880.0,19.95,41500.0,27.132,56440.00000000001,17.37,36120.0,23.623200000000004,49123.200000000004,129370.0,990.0,0.11824573450823278,0.08988850000956261,0.09381663051157293,0.05256702295426669,0.5877726923076924,4.45,100.0,False,0.42846153846153845,4.12,92.59,False
"Estimate amounts and costs of required supplies, such as food and ingredients.",estimate amounts and costs of required supplies such as food and ingredients,35-1011.00,Chefs and Head Cooks,chefs and head cooks,Core,27.0,Occupational Expert,1.0,0.003876025329825469,0.005019403130225197,Food Preparation and Serving Related Occupations,2.0,29.32,60990.0,21.39,44490.0,182320.0,1880.0,19.95,41500.0,27.132,56440.00000000001,17.37,36120.0,23.623200000000004,49123.200000000004,129370.0,990.0,0.11824573450823278,0.08988850000956261,0.09381663051157293,0.05256702295426669,1.1453461538461538,4.18,96.55,False,0.9618942307692308,4.62,96.3,False
"Meet with customers to discuss menus for special occasions, such as weddings, parties, or banquets.",meet with customers to discuss menus for special occasions such as weddings parties or banquets,35-1011.00,Chefs and Head Cooks,chefs and head cooks,Core,27.0,Occupational Expert,1.0,0.002907018997369082,0.003764552347668873,Food Preparation and Serving Related Occupations,2.0,29.32,60990.0,21.39,44490.0,182320.0,1880.0,19.95,41500.0,27.132,56440.00000000001,17.37,36120.0,23.623200000000004,49123.200000000004,129370.0,990.0,0.11824573450823278,0.08988850000956261,0.09381663051157293,0.05256702295426669,0.6085973076923077,3.89,96.55,False,0.43000000000000005,3.56,92.59,False
Check the quality of raw or cooked food products to ensure that standards are met.,check the quality of raw or cooked food products to ensure that standards are met,35-1011.00,Chefs and Head Cooks,chefs and head cooks,Core,27.0,Occupational Expert,1.0,0.002664767414255045,0.003450839652029868,Food Preparation and Serving Related Occupations,2.0,29.32,60990.0,21.39,44490.0,182320.0,1880.0,19.95,41500.0,27.132,56440.00000000001,17.37,36120.0,23.623200000000004,49123.200000000004,129370.0,990.0,0.11824573450823278,0.08988850000956261,0.09381663051157293,0.05256702295426669,3.7504999999999997,4.82,96.55,False,2.62945,4.63,100.0,False
"Collaborate with other personnel to plan and develop recipes or menus, taking into account such factors as seasonal availability of ingredients or the likely number of customers.",collaborate with other personnel to plan and develop recipes or menus taking into account such factors as seasonal availability of ingredients or the likely number of customers,35-1011.00,Chefs and Head Cooks,chefs and head cooks,Core,27.0,Occupational Expert,1.0,0.0020995137203221586,0.0027188433622053537,Food Preparation and Serving Related Occupations,2.0,29.32,60990.0,21.39,44490.0,182320.0,1880.0,19.95,41500.0,27.132,56440.00000000001,17.37,36120.0,23.623200000000004,49123.200000000004,129370.0,990.0,0.11824573450823278,0.08988850000956261,0.09381663051157293,0.05256702295426669,1.0548473076923077,4.0,96.55,False,0.5189757692307693,3.74,100.0,False
"Coordinate planning, budgeting, or purchasing for all the food operations within establishments such as clubs, hotels, or restaurant chains.",coordinate planning budgeting or purchasing for all the food operations within establishments such as clubs hotels or restaurant chains,35-1011.00,Chefs and Head Cooks,chefs and head cooks,Core,27.0,Occupational Expert,1.0,0.002180264248026812,0.002823414260751655,Food Preparation and Serving Related Occupations,2.0,29.32,60990.0,21.39,44490.0,182320.0,1880.0,19.95,41500.0,27.132,56440.00000000001,17.37,36120.0,23.623200000000004,49123.200000000004,129370.0,990.0,0.11824573450823278,0.08988850000956261,0.09381663051157293,0.05256702295426669,0.5492026923076923,4.22,93.1,False,0.5149523076923076,4.17,88.89,False
"Assess nutritional needs of patients, plan special menus, supervise the assembly of regular and special diet trays, and oversee the delivery of food trolleys to hospital patients.",assess nutritional needs of patients plan special menus supervise the assembly of regular and special diet trays and oversee the delivery of food trolleys to hospital patients,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,firstline supervisors of food preparation and serving workers,Supplemental,81.0,Incumbent,1.0,0.0012112579155704247,0.0015685634781953297,Food Preparation and Serving Related Occupations,2.0,20.2,42010.0,18.31,38070.0,1187460.0,11500.0,14.59,30340.0,19.8424,41262.4,12.64,26280.0,17.1904,35740.8,884090.0,7670.0,0.7701408506973787,0.5498498670797712,0.6411250279738465,0.40726168288810655,2.0502534615384613,3.51,30.93,False,1.374735,3.66,27.67,False
Resolve customer complaints regarding food service.,resolve customer complaints regarding food service,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,firstline supervisors of food preparation and serving workers,Core,81.0,Incumbent,1.0,0.0013727589709798095,0.0017777052752880336,Food Preparation and Serving Related Occupations,2.0,20.2,42010.0,18.31,38070.0,1187460.0,11500.0,14.59,30340.0,19.8424,41262.4,12.64,26280.0,17.1904,35740.8,884090.0,7670.0,0.7701408506973787,0.5498498670797712,0.6411250279738465,0.40726168288810655,3.873313846153846,4.55,91.9,False,0.7765361538461538,4.16,99.37,False
"Prepare specialty foods such as pizzas, fish and chips, sandwiches, and tacos, following specific methods that usually require short preparation time.",prepare specialty foods such as pizzas fish and chips sandwiches and tacos following specific methods that usually require short preparation time,35-2011.00,"Cooks, Fast Food",cooks fast food,Core,83.0,Incumbent,1.0,0.004199027440644317,0.005437686724410707,Food Preparation and Serving Related Occupations,6.0,14.5,30160.0,14.41,29960.0,668230.0,6250.0,9.17,19080.0,12.471200000000001,25948.800000000003,8.89,18480.0,12.090400000000002,25132.800000000003,520010.0,3500.0,0.43338825784574586,0.2988314494998757,0.3771012292828557,0.18584301044437718,4.191981758241758,4.2702857142857145,86.75742857142858,True,7.1708,4.48,85.55,False
Measure ingredients required for specific food items being prepared.,measure ingredients required for specific food items being prepared,35-2011.00,"Cooks, Fast Food",cooks fast food,Core,83.0,Incumbent,1.0,0.0019380126649126955,0.002509701565112548,Food Preparation and Serving Related Occupations,6.0,14.5,30160.0,14.41,29960.0,668230.0,6250.0,9.17,19080.0,12.471200000000001,25948.800000000003,8.89,18480.0,12.090400000000002,25132.800000000003,520010.0,3500.0,0.43338825784574586,0.2988314494998757,0.3771012292828557,0.18584301044437718,6.9791367307692305,4.5600000000000005,89.86500000000001,True,7.533411153846155,4.4,85.47,False
"Prepare dough, following recipe.",prepare dough following recipe,35-2011.00,"Cooks, Fast Food",cooks fast food,Supplemental,82.0,Incumbent,1.0,0.002422515831140928,0.003137126956390761,Food Preparation and Serving Related Occupations,6.0,14.5,30160.0,14.41,29960.0,668230.0,6250.0,9.17,19080.0,12.471200000000001,25948.800000000003,8.89,18480.0,12.090400000000002,25132.800000000003,520010.0,3500.0,0.43338825784574586,0.2988314494998757,0.3771012292828557,0.18584301044437718,5.770573461538461,4.49,80.97,False,2.5723346153846154,3.8,48.97,False
"Read food order slips or receive verbal instructions as to food required by patron, and prepare and cook food according to instructions.",read food order slips or receive verbal instructions as to food required by patron and prepare and cook food according to instructions,35-2011.00,"Cooks, Fast Food",cooks fast food,Core,83.0,Incumbent,1.0,0.017199862401100774,0.02227360139037464,Food Preparation and Serving Related Occupations,6.0,14.5,30160.0,14.41,29960.0,668230.0,6250.0,9.17,19080.0,12.471200000000001,25948.800000000003,8.89,18480.0,12.090400000000002,25132.800000000003,520010.0,3500.0,0.43338825784574586,0.2988314494998757,0.3771012292828557,0.18584301044437718,8.1877,4.63,98.76,False,7.974651923076922,4.42,88.43,False
"Determine meal prices, based on calculations of ingredient prices.",determine meal prices based on calculations of ingredient prices,35-2012.00,"Cooks, Institution and Cafeteria",cooks institution and cafeteria,Supplemental,133.0,Incumbent,1.0,0.001453509498684541,0.0018822761738344364,Food Preparation and Serving Related Occupations,6.0,17.53,36450.0,18.15,37740.0,448260.0,5480.0,11.52,23960.0,15.667200000000001,32585.600000000002,11.71,24360.0,15.925600000000003,33129.600000000006,404980.0,3750.0,0.2907241824849738,0.262015414921491,0.2936836903808983,0.1991175111904041,0.5141103846153846,3.72,35.86,False,0.4123592307692308,3.82,26.33,False
"Clean, cut, and cook meat, fish, or poultry.",clean cut and cook meat fish or poultry,35-2012.00,"Cooks, Institution and Cafeteria",cooks institution and cafeteria,Core,137.0,Incumbent,1.0,0.001453509498684541,0.0018822761738344364,Food Preparation and Serving Related Occupations,6.0,17.53,36450.0,18.15,37740.0,448260.0,5480.0,11.52,23960.0,15.667200000000001,32585.600000000002,11.71,24360.0,15.925600000000003,33129.600000000006,404980.0,3750.0,0.2907241824849738,0.262015414921491,0.2936836903808983,0.1991175111904041,1.8264419230769229,4.54,94.16,False,1.6720396153846153,4.64,85.67,False
Shop for or order food and kitchen supplies and equipment.,shop for or order food and kitchen supplies and equipment,35-2013.00,"Cooks, Private Household",cooks private household,Core,28.0,Occupational Expert,1.0,0.002584016886550313,0.003346268753483465,Food Preparation and Serving Related Occupations,6.0,21.41,44530.0,21.41,44530.0,900.0,10.0,12.65,26300.0,17.204,35768.0,12.65,26300.0,17.204,35768.0,380.0,4.0,0.0005837053590248436,0.00047813031919980114,0.00027556867584755133,0.0002123920119364311,1.0081296153846153,4.65,100.0,False,0.7347692307692308,4.79,89.29,False
Create and explore new cuisines.,create and explore new cuisines,35-2013.00,"Cooks, Private Household",cooks private household,Core,28.0,Occupational Expert,1.0,0.0023417653034361963,0.0030325560578443583,Food Preparation and Serving Related Occupations,6.0,21.41,44530.0,21.41,44530.0,900.0,10.0,12.65,26300.0,17.204,35768.0,12.65,26300.0,17.204,35768.0,380.0,4.0,0.0005837053590248436,0.00047813031919980114,0.00027556867584755133,0.0002123920119364311,0.37224846153846153,3.58,100.0,False,0.8884565384615386,3.69,96.43,False
"Weigh, measure, and mix ingredients according to recipes or personal judgment, using various kitchen utensils and equipment.",weigh measure and mix ingredients according to recipes or personal judgment using various kitchen utensils and equipment,35-2014.00,"Cooks, Restaurant",cooks restaurant,Core,88.0,Incumbent,1.0,0.0293931920845103,0.03806380707087505,Food Preparation and Serving Related Occupations,6.0,17.71,36830.0,17.55,36510.0,1452130.0,11630.0,11.11,23100.0,15.1096,31416.000000000004,11.38,23680.0,15.476800000000003,32204.800000000003,1150760.0,7610.0,0.9417956255563847,0.5560655612293687,0.8345089721534952,0.4040758027090601,4.581835,4.35,99.31,False,4.848256923076923,4.39,88.58,False
"Bake, roast, broil, and steam meats, fish, vegetables, and other foods.",bake roast broil and steam meats fish vegetables and other foods,35-2014.00,"Cooks, Restaurant",cooks restaurant,Core,89.0,Incumbent,1.0,0.012354830738818837,0.015999347477593014,Food Preparation and Serving Related Occupations,6.0,17.71,36830.0,17.55,36510.0,1452130.0,11630.0,11.11,23100.0,15.1096,31416.000000000004,11.38,23680.0,15.476800000000003,32204.800000000003,1150760.0,7610.0,0.9417956255563847,0.5560655612293687,0.8345089721534952,0.4040758027090601,4.956957692307692,4.34,85.65,False,5.91035,4.41,89.53,False
Turn or stir foods to ensure even cooking.,turn or stir foods to ensure even cooking,35-2014.00,"Cooks, Restaurant",cooks restaurant,Core,87.0,Incumbent,1.0,0.006217790633261744,0.008051959188069658,Food Preparation and Serving Related Occupations,6.0,17.71,36830.0,17.55,36510.0,1452130.0,11630.0,11.11,23100.0,15.1096,31416.000000000004,11.38,23680.0,15.476800000000003,32204.800000000003,1150760.0,7610.0,0.9417956255563847,0.5560655612293687,0.8345089721534952,0.4040758027090601,6.259046538461539,4.51,95.86,False,7.080853846153847,4.45,92.54,False
Plan and price menu items.,plan and price menu items,35-2014.00,"Cooks, Restaurant",cooks restaurant,Supplemental,89.0,Incumbent,1.0,0.01857262137208066,0.024051306665662776,Food Preparation and Serving Related Occupations,6.0,17.71,36830.0,17.55,36510.0,1452130.0,11630.0,11.11,23100.0,15.1096,31416.000000000004,11.38,23680.0,15.476800000000003,32204.800000000003,1150760.0,7610.0,0.9417956255563847,0.5560655612293687,0.8345089721534952,0.4040758027090601,0.5802326923076923,3.57,54.6,False,0.5213334615384615,3.84,41.57,False
"Take orders from customers and cook foods requiring short preparation times, according to customer requirements.",take orders from customers and cook foods requiring short preparation times according to customer requirements,35-2015.00,"Cooks, Short Order",cooks short order,Core,82.0,Incumbent,1.0,0.0037145242744160848,0.0048102613331324935,Food Preparation and Serving Related Occupations,6.0,17.12,35620.0,17.64,36680.0,150420.0,520.0,9.99,20780.0,13.586400000000001,28260.800000000003,10.94,22750.0,14.878400000000001,30940.000000000004,193170.0,450.0,0.0975566223383522,0.024862776598389657,0.14008316082492497,0.023894101342848494,6.592129230769231,4.45,83.69,False,9.897846923076923,4.74,85.12,False
Store food in designated containers and storage areas to prevent spoilage.,store food in designated containers and storage areas to prevent spoilage,35-2021.00,Food Preparation Workers,food preparation workers,Core,76.0,Incumbent,1.0,0.015423350791597382,0.019973041622354692,Food Preparation and Serving Related Occupations,1.0,16.45,34220.0,15.43,32090.0,888770.0,9370.0,9.7,20180.0,13.192,27444.800000000003,9.15,19040.0,12.444,25894.4,862740.0,7830.0,0.5764220132672337,0.4480081090902136,0.6256424194755696,0.4157573633655638,1.7052500000000002,4.42,100.0,False,3.021059230769231,4.39,97.39,False
Keep records of the quantities of food used.,keep records of the quantities of food used,35-2021.00,Food Preparation Workers,food preparation workers,Supplemental,76.0,Incumbent,1.0,0.0020995137203221586,0.0027188433622053537,Food Preparation and Serving Related Occupations,1.0,16.45,34220.0,15.43,32090.0,888770.0,9370.0,9.7,20180.0,13.192,27444.800000000003,9.15,19040.0,12.444,25894.4,862740.0,7830.0,0.5764220132672337,0.4480081090902136,0.6256424194755696,0.4157573633655638,1.5651176923076924,3.96,66.23,False,3.2310080769230773,4.16,61.61,False
Check identification of customers to verify age requirements for purchase of alcohol.,check identification of customers to verify age requirements for purchase of alcohol,35-3011.00,Bartenders,bartenders,Core,102.0,Incumbent,1.0,0.001453509498684541,0.0018822761738344364,Food Preparation and Serving Related Occupations,1.0,16.12,33530.0,16.41,34120.0,745610.0,3320.0,9.39,19530.0,12.770400000000002,26560.800000000003,10.74,22330.0,14.6064,30368.800000000003,589150.0,2400.0,0.48357394749168187,0.15873926597433397,0.4272402246725918,0.12743520716185863,4.786141153846154,4.74,100.0,False,5.1056346153846155,4.81,99.52,False
"Mix ingredients, such as liquor, soda, water, sugar, and bitters, to prepare cocktails and other drinks.",mix ingredients such as liquor soda water sugar and bitters to prepare cocktails and other drinks,35-3011.00,Bartenders,bartenders,Core,101.0,Incumbent,1.0,0.0019380126649126955,0.002509701565112548,Food Preparation and Serving Related Occupations,1.0,16.12,33530.0,16.41,34120.0,745610.0,3320.0,9.39,19530.0,12.770400000000002,26560.800000000003,10.74,22330.0,14.6064,30368.800000000003,589150.0,2400.0,0.48357394749168187,0.15873926597433397,0.4272402246725918,0.12743520716185863,6.889633846153846,4.33,96.6,False,7.339342692307693,4.45,98.84,False
Take beverage orders from serving staff or directly from patrons.,take beverage orders from serving staff or directly from patrons,35-3011.00,Bartenders,bartenders,Core,102.0,Incumbent,1.0,0.001453509498684541,0.0018822761738344364,Food Preparation and Serving Related Occupations,1.0,16.12,33530.0,16.41,34120.0,745610.0,3320.0,9.39,19530.0,12.770400000000002,26560.800000000003,10.74,22330.0,14.6064,30368.800000000003,589150.0,2400.0,0.48357394749168187,0.15873926597433397,0.4272402246725918,0.12743520716185863,8.65485,4.61,100.0,False,9.678733076923077,4.56,91.66,False
Create drink recipes.,create drink recipes,35-3011.00,Bartenders,bartenders,Supplemental,100.0,Incumbent,1.0,0.007509799076536902,0.009725093564811391,Food Preparation and Serving Related Occupations,1.0,16.12,33530.0,16.41,34120.0,745610.0,3320.0,9.39,19530.0,12.770400000000002,26560.800000000003,10.74,22330.0,14.6064,30368.800000000003,589150.0,2400.0,0.48357394749168187,0.15873926597433397,0.4272402246725918,0.12743520716185863,0.6208753846153846,3.42,74.93,False,0.7548492307692307,3.04,61.99,False
"Prepare daily food items, and cook simple foods and beverages, such as sandwiches, salads, soups, pizza, or coffee, using proper safety precautions and sanitary measures.",prepare daily food items and cook simple foods and beverages such as sandwiches salads soups pizza or coffee using proper safety precautions and sanitary measures,35-3021.00,"Combined Food Preparation and Serving Workers, Including Fast Food",combined food preparation and serving workers including fast food,Core,62.0,Incumbent,1.0,0.0030685200527785462,0.003973694144761678,Food Preparation and Serving Related Occupations,2.0,14.65,30480.0,13.79,28670.0,1260310.0,50980.0,9.09,18910.0,12.362400000000001,25717.600000000002,8.74,18190.0,11.886400000000002,24738.4,3216460.0,38110.0,0.8173885567028897,2.4375083672805857,2.3325147976753025,2.023564893724347,8.013723076923078,4.52,99.81,False,6.128973461538462,4.26,90.84,False
"Communicate with customers regarding orders, comments, and complaints.",communicate with customers regarding orders comments and complaints,35-3021.00,"Combined Food Preparation and Serving Workers, Including Fast Food",combined food preparation and serving workers including fast food,Core,62.0,Incumbent,1.0,0.0032300211081879304,0.004182835941854382,Food Preparation and Serving Related Occupations,2.0,14.65,30480.0,13.79,28670.0,1260310.0,50980.0,9.09,18910.0,12.362400000000001,25717.600000000002,8.74,18190.0,11.886400000000002,24738.4,3216460.0,38110.0,0.8173885567028897,2.4375083672805857,2.3325147976753025,2.023564893724347,7.545745384615384,4.64,88.32,False,4.256531538461539,4.3,100.0,False
"Cook food or prepare food items, such as sandwiches, salads, and ice cream dishes, using standard formulas or following directions.",cook food or prepare food items such as sandwiches salads and ice cream dishes using standard formulas or following directions,35-3022.00,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",counter attendants cafeteria food concession and coffee shop,Core,82.0,Incumbent,1.0,0.0037145242744160848,0.0048102613331324935,Food Preparation and Serving Related Occupations,2.0,14.65,30480.0,13.79,28670.0,579743.0,23451.0,9.24,19230.0,12.566400000000002,26152.800000000003,8.98,18680.0,12.212800000000001,25404.800000000003,223859.0,1513.0,0.37599899550793325,1.1212634115554536,0.1623382321225184,0.08033727851495505,4.191981758241758,4.2702857142857145,86.75742857142858,True,8.312276538461537,4.47,79.89,False
"Prepare or serve hot or cold beverages, such as coffee, espresso drinks, blended coffees, or teas.",prepare or serve hot or cold beverages such as coffee espresso drinks blended coffees or teas,35-3022.01,Baristas,baristas,Core,69.0,Incumbent,1.0,0.001453509498684541,0.0018822761738344364,Food Preparation and Serving Related Occupations,2.0,14.65,30480.0,13.79,28670.0,680567.0,27529.0,9.24,19230.0,12.566400000000002,26152.800000000003,8.98,18680.0,12.212800000000001,25404.800000000003,262791.0,1777.0,0.4413895611949564,1.3162449557251326,0.19057096814382596,0.09435515130275951,11.240347307692307,4.6,100.0,False,11.240347307692307,4.6,100.0,False
Describe menu items to customers or suggest products that might appeal to them.,describe menu items to customers or suggest products that might appeal to them,35-3022.01,Baristas,baristas,Core,68.0,Incumbent,1.0,0.001695761081798658,0.0021959888694735434,Food Preparation and Serving Related Occupations,2.0,14.65,30480.0,13.79,28670.0,680567.0,27529.0,9.24,19230.0,12.566400000000002,26152.800000000003,8.98,18680.0,12.212800000000001,25404.800000000003,262791.0,1777.0,0.4413895611949564,1.3162449557251326,0.19057096814382596,0.09435515130275951,9.094430384615386,4.36,100.0,False,9.094430384615386,4.36,100.0,False
"Prepare or serve menu items, such as sandwiches or salads.",prepare or serve menu items such as sandwiches or salads,35-3022.01,Baristas,baristas,Core,69.0,Incumbent,1.0,0.0012112579155704247,0.0015685634781953297,Food Preparation and Serving Related Occupations,2.0,14.65,30480.0,13.79,28670.0,680567.0,27529.0,9.24,19230.0,12.566400000000002,26152.800000000003,8.98,18680.0,12.212800000000001,25404.800000000003,262791.0,1777.0,0.4413895611949564,1.3162449557251326,0.19057096814382596,0.09435515130275951,7.827485769230769,4.16,82.2,False,7.827485769230769,4.16,82.2,False
"Provide guests with information about local areas, including giving directions.",provide guests with information about local areas including giving directions,35-3031.00,Waiters and Waitresses,waiters and waitresses,Supplemental,140.0,Incumbent,1.0,0.0019380126649126955,0.002509701565112548,Food Preparation and Serving Related Occupations,1.0,16.23,33760.0,14.35,29860.0,2302690.0,18030.0,9.25,19250.0,12.58,26180.000000000004,9.89,20560.0,13.450400000000002,27961.600000000002,2505630.0,17680.0,1.4934361035254635,0.8620689655172413,1.817034582273421,0.9387726927590254,4.191981758241758,4.2702857142857145,86.75742857142858,True,2.2683907692307694,2.88,96.85,False
Describe and recommend wines to customers.,describe and recommend wines to customers,35-3031.00,Waiters and Waitresses,waiters and waitresses,Core,140.0,Incumbent,1.0,0.004683530606872472,0.006065112115688819,Food Preparation and Serving Related Occupations,1.0,16.23,33760.0,14.35,29860.0,2302690.0,18030.0,9.25,19250.0,12.58,26180.000000000004,9.89,20560.0,13.450400000000002,27961.600000000002,2505630.0,17680.0,1.4934361035254635,0.8620689655172413,1.817034582273421,0.9387726927590254,4.5365150000000005,4.11,81.31,False,5.0011480769230765,3.49,85.55,False
"Explain how various menu items are prepared, describing ingredients and cooking methods.",explain how various menu items are prepared describing ingredients and cooking methods,35-3031.00,Waiters and Waitresses,waiters and waitresses,Core,139.0,Incumbent,1.0,0.0019380126649126955,0.002509701565112548,Food Preparation and Serving Related Occupations,1.0,16.23,33760.0,14.35,29860.0,2302690.0,18030.0,9.25,19250.0,12.58,26180.000000000004,9.89,20560.0,13.450400000000002,27961.600000000002,2505630.0,17680.0,1.4934361035254635,0.8620689655172413,1.817034582273421,0.9387726927590254,6.592324230769232,4.41,94.32,False,6.461306923076923,4.04,94.25,False
Take food orders and relay orders to kitchens or serving counters so they can be filled.,take food orders and relay orders to kitchens or serving counters so they can be filled,35-3041.00,"Food Servers, Nonrestaurant",food servers nonrestaurant,Core,87.0,Incumbent,1.0,0.00532953482851009,0.006901679304059736,Food Preparation and Serving Related Occupations,1.0,16.57,34460.0,13.6,28280.0,271780.0,2310.0,9.82,20420.0,13.355200000000002,27771.2,9.15,19030.0,12.444,25880.800000000003,257070.0,1090.0,0.17626604719530223,0.11044810373515405,0.1864222092108685,0.05787682325267746,3.7176400000000003,4.54,85.21,False,3.327726153846154,4.55,89.48,False
"Maintain contact with kitchen staff, management, serving staff, and customers to ensure that dining details are handled properly and customers' concerns are addressed.",maintain contact with kitchen staff management serving staff and customers to ensure that dining details are handled properly and customers concerns are addressed,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",hosts and hostesses restaurant lounge and coffee shop,Core,80.0,Incumbent,1.0,0.007509799076536902,0.009725093564811391,Food Preparation and Serving Related Occupations,1.0,14.61,30380.0,13.84,28790.0,427150.0,4360.0,9.22,19180.0,12.539200000000001,26084.800000000003,9.05,18830.0,12.308000000000002,25608.800000000003,391150.0,3380.0,0.2770330490082911,0.20846481917111329,0.2836544409414992,0.17947125008628426,7.177184615384615,4.41,94.98,False,7.025085384615386,4.48,92.88,False
Plan parties or other special events and services.,plan parties or other special events and services,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",hosts and hostesses restaurant lounge and coffee shop,Supplemental,80.0,Incumbent,1.0,0.20405658350977351,0.2642506606266519,Food Preparation and Serving Related Occupations,1.0,14.61,30380.0,13.84,28790.0,427150.0,4360.0,9.22,19180.0,12.539200000000001,26084.800000000003,9.05,18830.0,12.308000000000002,25608.800000000003,391150.0,3380.0,0.2770330490082911,0.20846481917111329,0.2836544409414992,0.17947125008628426,2.4828592307692308,3.78,41.61,False,1.0596734615384615,3.26,25.85,False
Direct activities for stopping the spread of infections in facilities such as hospitals.,direct activities for stopping the spread of infections in facilities such as hospitals,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,firstline supervisors of housekeeping and janitorial workers,Supplemental,115.0,Incumbent,1.0,0.002422515831140928,0.003137126956390761,Building and Grounds Cleaning and Maintenance Occupations,2.0,22.85,47520.0,23.93,49770.0,174660.0,2250.0,17.81,37050.0,24.2216,50388.0,19.02,39550.0,25.8672,53788.00000000001,166920.0,1470.0,0.11327775334142133,0.10757932181995525,0.1210471667696665,0.07805406438663842,2.418203076923077,4.14,77.02,False,0.9305969230769231,4.55,40.03,False
"Select the most suitable cleaning materials for different types of linens, furniture, flooring, and surfaces.",select the most suitable cleaning materials for different types of linens furniture flooring and surfaces,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,firstline supervisors of housekeeping and janitorial workers,Core,116.0,Incumbent,1.0,0.02261014775731559,0.029279851592980775,Building and Grounds Cleaning and Maintenance Occupations,2.0,22.85,47520.0,23.93,49770.0,174660.0,2250.0,17.81,37050.0,24.2216,50388.0,19.02,39550.0,25.8672,53788.00000000001,166920.0,1470.0,0.11327775334142133,0.10757932181995525,0.1210471667696665,0.07805406438663842,2.0809823076923077,4.39,83.44,False,0.4722526923076923,3.91,80.83,False
"Evaluate employee performance and recommend personnel actions such as promotions, transfers, and dismissals.",evaluate employee performance and recommend personnel actions such as promotions transfers and dismissals,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,firstline supervisors of housekeeping and janitorial workers,Core,116.0,Incumbent,1.0,0.0013727589709798095,0.0017777052752880336,Building and Grounds Cleaning and Maintenance Occupations,2.0,22.85,47520.0,23.93,49770.0,174660.0,2250.0,17.81,37050.0,24.2216,50388.0,19.02,39550.0,25.8672,53788.00000000001,166920.0,1470.0,0.11327775334142133,0.10757932181995525,0.1210471667696665,0.07805406438663842,0.8626926923076922,3.94,79.85,False,0.20276576923076922,3.76,89.76,False
